,JobTitle,Year,TotalPay,TotalPay,TotalPay,TotalPay,TotalPay,TotalPay,TotalPay
1181,"Deputy Dir II, MTA",2014,790773.98,36515.4,243005.0,158154.796,92483.51329259222,36515.4,205967.18
1182,Deputy Probation Officer,2012,9610096.73,1951.9,100295.33,72803.7631060606,21892.163724749113,86588.5,84822.78
1183,Deputy Probation Officer,2013,10422498.26,0.0,107101.0,82718.24015873016,22618.37083065871,96152.51,94842.365
1184,Deputy Probation Officer,2014,9812532.08,0.0,195132.41,82458.25277310924,28318.709786055435,95789.4,95224.67
1185,Deputy Probation Officer SFERS,2012,377432.23,15172.32,74237.01,23589.514375,16203.15145244281,15309.0,15309.0
1186,Deputy Probation Officer SFERS,2013,955723.3200000001,15463.0,83331.63,59732.707500000004,13435.556122734679,60164.0,60164.01
1187,Deputy Probation Officer SFERS,2014,1194396.67,46814.3,86117.97,62862.98263157895,7565.89829000705,62867.01,62867.01
1188,Deputy Sheriff,2012,67885133.25,89.3,168815.56,102390.84954751132,22988.699180011332,89.3,102099.36
1189,Deputy Sheriff,2013,73107249.66,0.0,308434.84,111955.97191424195,32902.801387264626,0.0,111541.61
1190,Deputy Sheriff,2014,71083944.13,0.0,287479.58,115208.98562398703,30240.061971775292,0.0,112754.67
1191,Deputy Sheriff (SFERS),2014,1468106.14,76762.87,150387.63,91756.63375,18170.35863098575,76762.87,87118.095
1192,Deputy Sheriff 1,2012,203697.58,20759.4,23991.85,22633.064444444444,953.1275240112312,20759.4,22532.84
1193,Deputy Sheriff 1,2013,1711854.03,456.6,94437.61,38905.77340909091,28500.46053595176,7990.5,43365.08
1194,Deputy Sheriff 1,2014,1663007.25,21708.6,103376.48,66520.29,19285.73914807865,21941.5,67635.9
1195,Diagnostic Imaging Tech I,2012,2467962.67,2098.02,126125.09,60194.211463414635,37298.64280842954,2098.02,53428.07
1196,Diagnostic Imaging Tech I,2013,2654382.53,1506.0,145858.35,64741.03731707317,43250.26863883154,17891.28,46529.53
1197,Diagnostic Imaging Tech I,2014,2838823.99,4815.48,144077.5,69239.60951219512,45194.78318401999,4815.48,44120.56
1198,Diagnostic Imaging Tech II,2012,3657804.12,18657.25,201443.96,114306.37875,38643.865160301284,18657.25,109896.92
1199,Diagnostic Imaging Tech II,2013,3911736.39,30258.89,208446.33,118537.46636363637,35482.763076662646,30258.89,115980.33
1200,Diagnostic Imaging Tech II,2014,3798545.39,2137.09,192502.13,118704.5434375,38115.29804547993,2137.09,119246.26000000001
1201,Diagnostic Imaging Tech III,2012,1137494.64,50668.91,199217.56,126388.29333333332,44130.487146432286,50668.91,115139.31
1202,Diagnostic Imaging Tech III,2013,1248312.26,79335.85,215160.8,138701.36222222223,43463.35840753038,79335.85,123713.53
1203,Diagnostic Imaging Tech III,2014,1141751.68,23582.77,221921.44,126861.29777777777,59009.027052271995,23582.77,122657.71
1204,Diagnostic Imaging Tech IV,2012,709948.68,40305.66,125837.25,88743.585,28246.522761051998,40305.66,90189.51000000001
1205,Diagnostic Imaging Tech IV,2013,717630.71,0.0,132194.95,89703.83875,42883.600875247816,0.0,105161.575
1206,Diagnostic Imaging Tech IV,2014,840665.23,2374.58,166641.32,84066.523,52432.96989248634,2374.58,87048.41
1207,Dietetic Technician,2012,268715.12,48379.62,55541.06,53743.024,3028.9173775014046,48379.62,55048.95
1208,Dietetic Technician,2013,271540.83,34162.99,59735.46,54308.166000000005,11266.050645675707,34162.99,59397.36
1209,Dietetic Technician,2014,349343.88,53240.95,61528.35,58223.98,2708.3452094443187,53240.95,58569.955
1210,Dietitian,2012,1215077.92,2862.0,79367.04,55230.814545454545,26846.637193034727,78247.03,66588.125
1211,Dietitian,2013,1264101.54,9027.19,84676.02,57459.16090909091,28075.208032184506,83576.01,70050.565
1212,Dietitian,2014,1290135.85,3504.7,84677.52,56092.86304347827,28887.055927762463,83054.01,68162.14
1213,Dir Emp Relations Div,2012,192837.16,192837.16,192837.16,192837.16,,192837.16,192837.16
1214,Dir Emp Relations Div,2013,208906.27,208906.27,208906.27,208906.27,,208906.27,208906.27
1215,Dir Emp Relations Div,2014,206872.05,206872.05,206872.05,206872.05,,206872.05,206872.05
1216,"Dir of Act, Therapy & Vol Svcs",2012,170013.79,84048.21,85965.58,85006.895,1355.7853290436474,84048.21,85006.895
1217,"Dir of Act, Therapy & Vol Svcs",2013,177894.51,88037.01,89857.5,88947.255,1287.2808240823067,88037.01,88947.255
1218,"Dir of Act, Therapy & Vol Svcs",2014,176030.48,87517.02,88513.46,88015.24,704.5894810455251,87517.02,88015.24
1219,"Dir, Log Cabin Ranch (SFERS)",2012,30519.25,30519.25,30519.25,30519.25,,30519.25,30519.25
1220,"Dir, Log Cabin Ranch (SFERS)",2013,119976.08,119976.08,119976.08,119976.08,,119976.08,119976.08
1221,"Dir, Log Cabin Ranch (SFERS)",2014,28333.53,14076.9,14256.63,14166.765,127.08830178265788,14076.9,14166.765
1222,"Director, Fiscal Services",2012,132582.01,132582.01,132582.01,132582.01,,132582.01,132582.01
1223,"Director, Fiscal Services",2013,150056.84,150056.84,150056.84,150056.84,,150056.84,150056.84
1224,"Director, Human Resources",2012,116212.92,116212.92,116212.92,116212.92,,116212.92,116212.92
1225,"Director, Human Resources",2013,135247.41,135247.41,135247.41,135247.41,,135247.41,135247.41
1226,"Director, Info Tech Group",2012,163349.0,163349.0,163349.0,163349.0,,163349.0,163349.0
1227,"Director, Info Tech Group",2013,183970.4,183970.4,183970.4,183970.4,,183970.4,183970.4
1228,"Director, Juvenile Hall",2012,124997.97,124997.97,124997.97,124997.97,,124997.97,124997.97
1229,"Director, Juvenile Hall",2013,120710.32,120710.32,120710.32,120710.32,,120710.32,120710.32
1230,"Director, Juvenile Hall",2014,117688.8,117688.8,117688.8,117688.8,,117688.8,117688.8
1231,"Director, Probate",2012,106539.13,476.6,106062.53,53269.565,74660.52710088812,476.6,53269.565
1232,"Director, Probate",2013,136593.45,136593.45,136593.45,136593.45,,136593.45,136593.45
1233,"Director, Probation Services",2012,119154.27,119154.27,119154.27,119154.27,,119154.27,119154.27
1234,"Director, Probation Services",2013,128567.7,128567.7,128567.7,128567.7,,128567.7,128567.7
1235,"Director, Probation Services",2014,124344.96,124344.96,124344.96,124344.96,,124344.96,124344.96
1236,Disability Access Coordinator,2012,140835.51,140835.51,140835.51,140835.51,,140835.51,140835.51
1237,Disability Access Coordinator,2013,151046.4,151046.4,151046.4,151046.4,,151046.4,151046.4
1238,Disability Access Coordinator,2014,286843.56,137353.5,149490.06,143421.78,8581.843876277404,137353.5,143421.78
1239,Disease Control Investigator,2012,466691.98,6614.0,68093.01,58336.4975,21205.08646065423,6614.0,67093.0
1240,Disease Control Investigator,2013,540066.37,54417.33,72861.5,67508.29625,6967.489009512965,71781.5,71781.5
1241,Disease Control Investigator,2014,546919.99,62836.82,71986.02,68364.99875,3655.637161220762,62836.82,69258.14499999999
1242,Dist Atty Investigator (SFERS),2012,200729.19,3346.0,82039.78,50182.2975,38397.214885759946,3346.0,57671.705
1243,Dist Atty Investigator (SFERS),2013,643363.74,576.36,132997.39,64336.373999999996,46558.61753704253,576.36,51299.850000000006
1244,Dist Atty Investigator (SFERS),2014,1264801.19,11116.41,140806.25,90342.94214285714,34818.7062619827,11116.41,92441.69
1245,District Attorney,2012,227238.02,227238.02,227238.02,227238.02,,227238.02,227238.02
1246,District Attorney,2013,252221.06,252221.06,252221.06,252221.06,,252221.06,252221.06
1247,District Attorney,2014,248767.06,248767.06,248767.06,248767.06,,248767.06,248767.06
1248,District Attry's Investigator,2012,1848281.06,23086.21,119625.37,84012.77545454545,31946.660677458953,23086.21,101540.98999999999
1249,District Attry's Investigator,2013,1219165.82,3292.05,119794.31,76197.86375,47858.949520957365,3292.05,105813.62
1250,District Attry's Investigator,2014,710421.08,45179.77,115904.94,101488.72571428571,24962.610436551477,45179.77,110421.02
1251,"Div Director, Adult Probation",2012,463597.37,113736.05,118062.64,115899.3425,2497.9434674597783,113736.05,115899.34
1252,"Div Director, Adult Probation",2013,489209.02,122302.24,122302.27,122302.255,0.012909944485917762,122302.24,122302.255
1253,"Div Director, Adult Probation",2014,481921.95999999996,119098.37,120941.22,120480.48999999999,921.4133335624468,119098.37,120941.185
1254,Document Examiner Technician,2012,183048.63,3737.0,77164.73,36609.726,31199.978530076423,3737.0,47624.92
1255,Document Examiner Technician,2013,180329.15,3016.51,73079.61,45082.2875,32344.068750974388,3016.51,52116.515
1256,Document Examiner Technician,2014,71631.32,71631.32,71631.32,71631.32,,71631.32,71631.32
1257,Drug Court Coordinator,2013,0.0,0.0,0.0,0.0,,0.0,0.0
1258,Duty Officer,2013,250451.27000000002,72555.02,93450.0,83483.75666666667,10480.689021368456,72555.02,84446.25
1259,EEO Programs Specialist,2012,412433.32,40920.82,81549.01,68738.88666666667,19619.995764050167,40920.82,81167.485
1260,EEO Programs Specialist,2013,345123.32,6613.2,87806.51,69024.664,35226.61520172822,6613.2,87246.51
1261,EEO Programs Specialist,2014,468446.32,7015.0,88432.01,66920.90285714286,28740.479745585155,7015.0,79223.01
1262,EEO Senior Specialist,2012,818580.89,88098.02,108490.27,102322.61125,7231.697191273273,88098.02,103324.025
1263,EEO Senior Specialist,2013,797973.67,1608.83,117375.39,72543.06090909091,49293.81548894048,1608.83,99563.02
1264,EEO Senior Specialist,2014,1057233.42,1778.5,114862.01,81325.64769230768,35990.13668421603,1778.5,90676.92
1265,ELECTIONS CLERK,2011,562817.2,3321.95,53924.75,25582.6,16252.867058390184,3321.95,20629.46
1266,ELECTIONS WORKER,2011,382266.76,50582.26,59486.35,54609.537142857145,3204.71476748823,50582.26,54761.75
1267,ELECTRIC MOTOR REPAIR SUPERVISOR I,2011,99744.26,99744.26,99744.26,99744.26,,99744.26,99744.26
1268,ELECTRIC MOTOR REPAIRER,2011,976626.06,103685.18,115551.05,108514.00666666667,3777.9827400148465,103685.18,109170.5
1269,ELECTRICAL ENGINEERING ASSOCIATE I,2011,74573.05,74573.05,74573.05,74573.05,,74573.05,74573.05
1270,ELECTRICAL INSPECTOR,2011,1756269.18,51117.04,129028.45,97570.51,21249.0923839695,51117.04,103020.315
1271,ELECTRICAL LINE HELPER,2011,1657762.28,11521.02,95589.28,69073.42833333333,25092.457388871597,11521.02,80791.715
1272,ELECTRICAL LINE WORKER,2011,1105857.16,18004.09,128607.51,100532.46909090909,32695.419099794533,18004.09,117502.71
1273,ELECTRICAL TRANSIT MECHANIC SUPERVISOR I,2011,459888.67,51976.09,170905.08,114972.1675,57621.09726728998,51976.09,118503.75
1274,"ELECTRICAL TRANSIT MECHANIC, ASSISTANT SUPERVISOR",2011,2270741.13,44510.72,233464.63,126152.28499999999,41429.36073919393,44510.72,120189.63500000001
1275,ELECTRICAL TRANSIT SHOP SUPERVISOR I,2011,860483.64,111405.81,203107.58,143413.94,35627.97103741271,111405.81,126922.54000000001
1276,ELECTRICAL TRANSIT SYSTEM MECHANIC,2011,22166037.77,7498.58,208909.76,108657.04789215686,39317.05526388118,21024.3,105895.34
1277,ELECTRICIAN,2011,7148520.4,4995.11,182229.15,82166.90114942529,31270.77808048127,4995.11,89638.71
1278,ELECTRICIAN SUPERVISOR I,2011,1193836.6,45336.59,129837.35,99486.38333333335,21133.4941011769,45336.59,102956.66
1279,ELECTRICIAN SUPERVISOR II,2011,351762.0,109516.8,131058.6,117254.0,11984.251911571286,109516.8,111186.6
1280,ELECTROENCEPHALOGRAPH TECHNICIAN I,2011,63745.19,63745.19,63745.19,63745.19,,63745.19,63745.19
1281,"ELECTRONIC INSTRUMENTATION TECHNICIAN,WTR PLTNCN",2011,1607822.52,1463.25,109948.97,80391.126,36097.23157262841,1463.25,98479.39499999999
1282,ELECTRONIC MAINTENANCE TECHNICIAN,2011,14164732.61,3888.0,257540.09,106501.74894736841,38949.12706578942,99194.4,111484.01
1283,ELECTRONIC MAINTENANCE TECHNICIAN ASSISTANT SUPERV,2011,1617985.08,45858.56,173092.89,115570.36285714286,34155.46455523523,45858.56,118855.81
1284,ELEVATOR AND CRANE TECHNICIAN,2011,202289.5,98429.79,103859.71,101144.75,3839.533253300467,98429.79,101144.75
1285,ELIGIBILITY WORKER,2011,10398484.35,1056.44,100542.77,47265.83795454545,18556.075756234477,57630.6,53891.805
1286,ELIGIBILITY WORKER SUPERVISOR,2011,3975061.76,2563.88,86687.93,69737.92561403508,11960.570298452252,73163.99,73164.01
1287,EMERGENCY MEDICAL SERVICES AGENCY SPECIALIST,2011,434689.06,16281.0,123600.11,72448.17666666667,42059.042100321145,16281.0,74998.985
1288,EMERGENCY PLANNING COORDINATOR,2011,83213.51,5581.51,77632.0,41606.755,50947.39006681353,5581.51,41606.755
1289,EMERGENCY PROTECTIVE ORDERS COMMISSIONER,2011,85057.15,85057.15,85057.15,85057.15,,85057.15,85057.15
1290,EMPLOYEE ASSISTANCE COUNSELOR,2011,79901.03,79901.03,79901.03,79901.03,,79901.03,79901.03
1291,EMPLOYEE RELATIONS REPRESENTATIVE,2011,282217.02,9906.6,79446.61,40316.717142857146,29265.331703787167,9906.6,56226.3
1292,EMPLOYMENT & TRAINING SPECIALIST II,2011,2621194.41,13522.8,74710.73,65529.860250000005,13046.9023811141,70672.09,70679.915
1293,EMPLOYMENT & TRAINING SPECIALIST IV,2011,1327646.47,65330.9,84260.08,78096.85117647059,4278.495006815889,65330.9,79446.81
1294,EMPLOYMENT AND TRAINING SPECIALIST I,2011,450057.14,3922.82,59961.95,50006.34888888889,18212.79130028772,3922.82,58035.24
1295,EMPLOYMENT AND TRAINING SPECIALIST III,2011,2942943.31,9142.83,76115.07,57704.770784313725,20959.91014563724,18784.0,70881.2
1296,EMPLOYMENT AND TRAINING SPECIALIST V,2011,535637.32,2667.0,87233.27,66954.665,28491.705170860314,2667.0,74994.9
1297,EMPLOYMENT AND TRAINING SPECIALIST VI,2011,98305.36,98305.36,98305.36,98305.36,,98305.36,98305.36
1298,EMT/Paramedic/Firefighter,2012,40358598.24,3079.71,337204.86,130189.02658064516,53402.317481896214,3079.71,130751.85500000001
1299,EMT/Paramedic/Firefighter,2013,41711006.87,0.0,286416.23,140441.10057239057,54744.7448141629,0.0,140981.65
1300,EMT/Paramedic/Firefighter,2014,40195695.61,8306.96,257051.52,129246.60967845659,57877.56277534958,8306.96,129812.16
1301,ENGINEER,2011,18026539.35,2009.17,175285.88,113374.46132075472,31962.034880985328,120937.01,120937.1
1302,ENGINEERING ASSOCIATE II,2011,1762419.97,1566.0,94927.33,70496.7988,31626.180278932585,85940.02,85940.05
1303,ENVIRONMENT HEALTH TECHNICIAN II,2011,60731.61,60731.61,60731.61,60731.61,,60731.61,60731.61
1304,ENVIRONMENT SPECIALIST,2011,1188585.02,7238.4,78724.31,66032.50111111111,17809.991781368077,7238.4,71105.35
1305,ENVIRONMENTAL ASSISTANT,2011,960622.68,10031.86,64753.22,48031.134000000005,14942.134080560809,64753.22,53592.765
1306,ENVIRONMENTAL HEALTH INSPECTOR,2011,1682946.6300000001,48367.09,97916.44,80140.31571428572,14265.609973240036,48367.09,84467.08
1307,ENVIRONMENTAL HEALTH TECHNICIAN I,2011,805621.58,37147.2,63324.52,53708.10533333333,11084.199004776943,37147.2,61434.02
1308,ENVIRONMENTAL SERVICE WORKER,2011,853073.34,368.46,41046.54,25090.392352941177,10531.312277183597,368.46,26935.050000000003
1309,EPIDEMIOLOGIST I,2011,390160.17,22610.74,72089.01,55737.16714285714,19207.282687395524,22610.74,62077.83
1310,EPIDEMIOLOGIST II,2011,1640101.52,723.86,92002.83,78100.07238095238,22099.376238539837,92002.0,87346.57
1311,ESTATE INVESTIGATOR,2011,1366487.53,14313.21,75761.52,68324.3765,17208.76483737904,75692.21,75692.015
1312,"EXECUTIVE ASSISTANT TO THE ADMINISTRATOR, S.F.G.H.",2011,176273.59000000003,84064.32,92209.27,88136.79500000001,5759.349377425373,84064.32,88136.79500000001
1313,"EXECUTIVE ASSISTANT TO THE GENERAL MANAGER, RETIRE",2011,111821.33,111821.33,111821.33,111821.33,,111821.33,111821.33
1314,EXECUTIVE CONTRACT EMPLOYEE,2011,554877.68,260297.66,294580.02,277438.84,24241.28923107847,260297.66,277438.84
1315,"EXECUTIVE DIRECTOR, SOUTHEAST COMMUNITY FACILITY",2011,101033.76,101033.76,101033.76,101033.76,,101033.76,101033.76
1316,EXECUTIVE SECRETARY I,2011,3862906.19,105.25,70723.61,58528.88166666667,13894.271193798113,63538.4,63542.899999999994
1317,EXECUTIVE SECRETARY II,2011,4102601.64,1267.6,79198.47,63116.948307692306,21611.282724380668,72813.02,72813.03
1318,EXECUTIVE SECRETARY III,2011,1159950.64,1462.06,87895.26,72496.915,19517.100142422445,79089.98,79089.955
1319,EXECUTIVE SECRETARY TO THE CONTROLLER,2011,86787.02,86787.02,86787.02,86787.02,,86787.02,86787.02
1320,Elections Clerk,2012,833578.44,9236.07,59599.18,33343.137599999995,16702.842774338165,9236.07,24892.03
1321,Elections Clerk,2013,628682.21,0.0,59859.77,23284.526296296295,20664.048303186486,0.0,12654.75
1322,Elections Clerk,2014,957277.59,19.81,61947.45,31909.253,17522.774427443954,19.81,26727.545
1323,Elections Worker,2012,436142.18,57187.37,65471.42,62306.025714285715,2601.2243876224675,57187.37,62897.2
1324,Elections Worker,2013,327655.15,14098.67,63445.41,54609.19166666667,19851.763703631394,14098.67,62697.64
1325,Elections Worker,2014,228645.62,47020.86,64877.77,57161.405,8566.563935186226,47020.86,58373.495
1326,Electr Instrmntn Tech Wtr Poll,2012,1770283.0,28744.38,119819.07,98349.05555555556,26388.887895840522,28744.38,105816.45000000001
1327,Electr Instrmntn Tech Wtr Poll,2013,1913973.32,13003.65,134661.35,106331.85111111111,25746.610171068412,13003.65,110580.51
1328,Electr Instrmntn Tech Wtr Poll,2014,1568696.49,56723.22,123962.73,104579.766,15249.757894023769,56723.22,107487.95
1329,Electr Maint Tech Asst Sprv,2012,1897423.1300000001,96714.55,175854.91,126494.87533333334,20938.86532890208,96714.55,124055.91
1330,Electr Maint Tech Asst Sprv,2013,2235224.99,20624.64,195096.83,131483.82294117648,37211.738298671764,20624.64,126255.11
1331,Electr Maint Tech Asst Sprv,2014,2270159.2800000003,69120.12,219788.24,133538.7811764706,30403.343446277395,69120.12,129555.65
1332,Electric Motor Repair Sprv 1,2012,101999.25,101999.25,101999.25,101999.25,,101999.25,101999.25
1333,Electric Motor Repair Sprv 1,2013,108830.29,108830.29,108830.29,108830.29,,108830.29,108830.29
1334,Electric Motor Repair Sprv 1,2014,104563.68,104563.68,104563.68,104563.68,,104563.68,104563.68
1335,Electric Motor Repairer,2012,762981.33,17472.03,100269.11,84775.70333333332,25584.01271561695,17472.03,93330.99
1336,Electric Motor Repairer,2013,767760.8,29551.84,116209.28,95970.1,27262.376068580037,29551.84,103981.285
1337,Electric Motor Repairer,2014,679696.53,111226.25,114633.88,113282.755,1142.1761806788027,111226.25,113426.285
1338,Electrical Inspector,2012,1792569.76,660.89,135442.14,81480.44363636363,44639.20304734953,660.89,103535.26
1339,Electrical Inspector,2013,2336799.03,4143.26,143137.59,89876.88576923076,38808.027803306286,4143.26,109991.81
1340,Electrical Inspector,2014,2541732.65,10303.72,139991.17,97758.94807692307,41819.231993532834,10303.72,112819.32
1341,Electrical Line Helper,2012,1860897.17,48.41,138578.31,80908.57260869564,30543.36204077875,48.41,81636.3
1342,Electrical Line Helper,2013,1916306.78,39500.08,152072.81,100858.25157894737,28949.957639478176,39500.08,96384.42
1343,Electrical Line Helper,2014,1004785.48,4305.27,105686.44,41866.06166666667,33389.852323667816,7604.69,35641.87
